,drugName,drugid,description,drugtype,maxPhase,withdrawn,blackBox,approvalYear,list_targets,list_diseases,has_any_sc_evidence,has_any_genetic_evidence,num_indications,mechanism,action_type,target_type
1767,SALMETEROL XINAFOATE,CHEMBL1082607,Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1994 and has 5 approved and 2 investigational indications. This drug has a black box warning from the FDA.,,4.0,,True,1994,['ENSG00000169252'],"['EFO_0001073', 'EFO_0006505', 'EFO_0000341', 'EFO_0007183', 'HP_0025428', 'MONDO_0004979', 'EFO_0000464']",False,False,7,Beta-2 adrenergic receptor agonist ,AGONIST ,single protein 
1768,PH-797804,CHEMBL1088751,Small molecule drug with a maximum clinical trial phase of II (across all indications) and has 5 investigational indications.,,2.0,,False,no approval year,['ENSG00000112062'],"['EFO_0000341', 'MONDO_0005178', 'MONDO_0041052', 'EFO_0003843', 'EFO_0000685']",False,False,5,MAP kinase p38 alpha inhibitor ,INHIBITOR ,single protein 
1769,NEMONOXACIN,CHEMBL1213456,Small molecule drug with a maximum clinical trial phase of III (across all indications) and has 6 investigational indications.,,3.0,,False,no approval year,[],"['HP_0001410', 'EFO_0003106', 'EFO_1001272', 'EFO_0000771', 'EFO_0000544', 'EFO_0003086']",False,False,6,Bacterial DNA gyrase inhibitor Topoisomerase IV inhibitor ,INHIBITOR ,protein complex 
1770,LORVOTUZUMAB MERTANSINE,CHEMBL1743037,Antibody drug with a maximum clinical trial phase of II (across all indications) and has 8 investigational indications.,,2.0,,False,no approval year,"['ENSG00000149294', 'ENSG00000188229', 'ENSG00000101162', 'ENSG00000198033', 'ENSG00000127824', 'ENSG00000258947', 'ENSG00000167552', 'ENSG00000104833', 'ENSG00000261456', 'ENSG00000196230', 'ENSG00000123416', 'ENSG00000167553', 'ENSG00000152086', 'ENSG00000137267', 'ENSG00000137285', 'ENSG00000176014']","['EFO_0000565', 'EFO_0000702', 'MONDO_0006058', 'EFO_0002918', 'EFO_0000760', 'EFO_0001378', 'EFO_0001376', 'EFO_0000621']",True,False,8,Tubulin inhibitor Neural cell adhesion molecule 1 binding agent ,INHIBITOR BINDING AGENT ,protein complex group single protein 
1771,THEOPHYLLINE,CHEMBL190,Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1940 and has 3 approved and 24 investigational indications.,,4.0,,False,1940,"['ENSG00000163485', 'ENSG00000170425', 'ENSG00000282608', 'ENSG00000128271', 'ENSG00000065989', 'ENSG00000113448', 'ENSG00000184588', 'ENSG00000105650', 'ENSG00000172572', 'ENSG00000152270']","['MONDO_0019992', 'HP_0001919', 'EFO_1000782', 'MONDO_0007078', 'HP_0002104', 'Orphanet_665', 'EFO_0003060', 'EFO_0000222', 'MONDO_0001187', 'HP_0002315', 'HP_0006536', 'EFO_0000565', 'EFO_0009492', 'EFO_0001361', 'EFO_0000341', 'MONDO_0004979', 'EFO_0003917', 'EFO_0001361', 'MONDO_0002009', 'HP_0006536', 'HP_0006536', 'EFO_0000763', 'EFO_0006505', 'EFO_0009686', 'EFO_1000782', 'HP_0006536', 'MONDO_0002050', 'EFO_0003086', 'MONDO_0004979', 'EFO_0003884', 'EFO_0001663']",True,True,31,Phosphodiesterase 3 inhibitor Adenosine receptor antagonist Phosphodiesterase 4 inhibitor ,INHIBITOR ANTAGONIST ,protein family 
1772,ALDOXORUBICIN,CHEMBL2107818,Small molecule drug with a maximum clinical trial phase of III (across all indications) and has 11 investigational indications.,,3.0,,False,no approval year,['ENSG00000131747'],"['EFO_0000182', 'EFO_0000702', 'EFO_0003060', 'MONDO_0008978', 'EFO_0000519', 'MONDO_0007254', 'EFO_0002618', 'EFO_0000616', 'EFO_0000707', 'EFO_0002517', 'EFO_1001968']",True,False,11,DNA topoisomerase II alpha inhibitor ,INHIBITOR ,single protein 
1773,AVADOMIDE,CHEMBL3989934,Small molecule drug with a maximum clinical trial phase of II (across all indications) and has 8 investigational indications.,,2.0,,False,no approval year,[],"['EFO_0000095', 'MONDO_0018906', 'EFO_0000182', 'EFO_0000403', 'HP_0000083', 'EFO_0005952', 'EFO_0000096', 'EFO_0000756']",False,False,8,,,
1774,CANAGLIFLOZIN,CHEMBL4594217,Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2011 and is indicated for diabetes mellitus and type 2 diabetes mellitus and has 7 investigational indications. This drug has a black box warning from the FDA.,,4.0,,True,2011,['ENSG00000140675'],"['EFO_0000401', 'MONDO_0005147', 'HP_0000083', 'EFO_0000400', 'MONDO_0007254', 'EFO_0003144', 'MONDO_0005148', 'EFO_0001073', 'EFO_0000660']",False,False,9,Sodium/glucose cotransporter 2 inhibitor ,INHIBITOR ,single protein 
1775,INUPADENANT,CHEMBL4650331,Small molecule drug with a maximum clinical trial phase of II (across all indications) and has 2 investigational indications.,,2.0,,False,no approval year,[],"['EFO_0003060', 'EFO_0000616']",False,False,2,,,
1776,TARAGARESTRANT,CHEMBL5095327,Small molecule drug with a maximum clinical trial phase of I and has 1 investigational indication.,,1.0,,False,no approval year,[],['MONDO_0007254'],False,False,1,,,
1777,ATOMOXETINE,CHEMBL641,Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2002 and is indicated for attention deficit hyperactivity disorder and has 21 investigational indications. This drug has a black box warning from the FDA.,,4.0,,True,2002,['ENSG00000103546'],"['EFO_1001917', 'HP_0010865', 'EFO_0004895', 'EFO_0003758', 'MONDO_0007079', 'EFO_0003918', 'EFO_0003888', 'MONDO_0002491', 'EFO_0003768', 'EFO_0004701', 'EFO_0005611', 'EFO_1000645', 'HP_0100543', 'MONDO_0004992', 'EFO_0002610', 'EFO_0005252', 'MONDO_0005147', 'MONDO_0005180', 'EFO_0004701', 'EFO_0003888', 'MONDO_0004975', 'EFO_0003877', 'EFO_0003918', 'EFO_0007191', 'MONDO_0005090']",False,False,25,Norepinephrine transporter inhibitor ,INHIBITOR ,single protein 
1778,FENRETINIDE,CHEMBL7301,Small molecule drug with a maximum clinical trial phase of III (across all indications) and has 24 investigational indications.,,3.0,,False,no approval year,[],"['EFO_1001465', 'EFO_0001378', 'MONDO_0007254', 'EFO_0000389', 'MONDO_0008903', 'MONDO_0004992', 'EFO_1000158', 'EFO_0000222', 'EFO_0000211', 'EFO_0002428', 'EFO_0006859', 'MONDO_0009061', 'MONDO_0005090', 'EFO_0000673', 'EFO_0000565', 'MONDO_0001187', 'EFO_0000616', 'MONDO_0002974', 'EFO_0000621', 'EFO_0005411', 'MONDO_0002367', 'MONDO_0008315', 'EFO_0000220', 'EFO_0000574']",False,False,24,,,
1779,TESTOSTERONE ENANTHATE,CHEMBL1200335,Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1953 and is indicated for hypogonadotropic hypogonadism and hypogonadism and has 7 investigational indications. This drug has a black box warning from the FDA.,,4.0,,True,1953,['ENSG00000169083'],"['EFO_0000341', 'HP_0000044', 'EFO_0000673', 'MONDO_0008315', 'EFO_0000196', 'EFO_0007312', 'MONDO_0002146', 'HP_0001824', 'Orphanet_269']",False,False,9,Androgen Receptor agonist ,AGONIST ,single protein 
1780,ALUMINUM HYDROXIDE,CHEMBL1200706,Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1983 and has 21 investigational indications.,,4.0,,False,1983,[],"['EFO_0007328', 'MONDO_0005147', 'EFO_0000778', 'EFO_0005046', 'HP_0031273', 'EFO_0000544', 'EFO_0009688', 'EFO_1001413', 'EFO_0003768', 'EFO_1001474', 'EFO_0009425', 'EFO_0000764', 'EFO_0005222', 'EFO_1001475', 'EFO_0005681', 'EFO_0007444', 'EFO_0000180', 'EFO_0001068', 'EFO_0005547', 'EFO_0000694', 'EFO_0007314']",False,False,21,,,
1781,SILMITASERTIB,CHEMBL1230165,Small molecule drug with a maximum clinical trial phase of II (across all indications) and has 5 investigational indications.,,2.0,,False,no approval year,['ENSG00000101266'],"['EFO_0004193', 'EFO_0002939', 'EFO_0005221', 'MONDO_0100096', 'EFO_0001378']",False,False,5,Casein kinase II alpha inhibitor ,INHIBITOR ,single protein 
1782,CLODRONATE DISODIUM,CHEMBL1520188,Small molecule drug with a maximum clinical trial phase of III (across all indications) and has 2 investigational indications.,,3.0,,False,no approval year,[],"['MONDO_0007254', 'EFO_0003843']",False,False,2,,,
1783,BELNACASAN,CHEMBL2107819,Small molecule drug with a maximum clinical trial phase of II (across all indications) and has 4 investigational indications.,,2.0,,False,no approval year,['ENSG00000137752'],"['EFO_0000676', 'EFO_0000474', 'MONDO_0100096', 'EFO_0004263']",True,False,4,Caspase-1 inhibitor ,INHIBITOR ,single protein 
1784,PROINSULIN HUMAN,CHEMBL2109212,Protein drug with a maximum clinical trial phase of I and has 1 investigational indication.,,1.0,,False,no approval year,[],['MONDO_0005147'],False,False,1,,,
1785,TOL-101,CHEMBL2109591,Antibody drug with a maximum clinical trial phase of II and has 1 investigational indication.,,2.0,,False,no approval year,"['ENSG00000211810', 'ENSG00000277734', 'ENSG00000278030', 'ENSG00000211699']",['EFO_0003884'],False,False,1,T-cell receptor inhibitor ,INHIBITOR ,protein complex 
1786,COLISTIN,CHEMBL2221249,Protein drug with a maximum clinical trial phase of IV (across all indications) and is indicated for bacterial disease and has 9 investigational indications.,,4.0,,False,no approval year,[],"['EFO_0000771', 'EFO_1001272', 'MONDO_0004992', 'EFO_0000544', 'EFO_0003106', 'EFO_0003033', 'EFO_0009661', 'EFO_0003102', 'MONDO_0009061', 'HP_0001298']",False,False,10,,,
1787,EFAVALEUKIN ALFA,CHEMBL4298204,Protein drug with a maximum clinical trial phase of II (across all indications) and has 4 investigational indications.,,2.0,,False,no approval year,[],"['EFO_0000729', 'EFO_0000540', 'EFO_0000685', 'MONDO_0007915']",False,False,4,,,
1788,BAZEDOXIFENE,CHEMBL46740,Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2009 and is indicated for postmenopausal osteoporosis and has 7 investigational indications.,,4.0,,False,2009,"['ENSG00000140009', 'ENSG00000091831']","['EFO_0000432', 'EFO_0003854', 'EFO_0003922', 'MONDO_0007254', 'EFO_0003922', 'EFO_0003882', 'EFO_0003854', 'EFO_0003929', 'EFO_0003882']",False,True,9,Estrogen receptor modulator ,MODULATOR ,protein family 
1789,BIOTIN,CHEMBL857,Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1985 and has 4 approved and 6 investigational indications.,,4.0,,False,1985,[],"['HP_0001891', 'EFO_0003884', 'MONDO_0005148', 'MONDO_0007739', 'MONDO_0004976', 'MONDO_0005301', 'MONDO_0011382', 'EFO_0004272', 'MONDO_0001240', 'EFO_0003144']",False,False,10,,,
1790,GAMMA-AMINOBUTYRIC ACID,CHEMBL96,Small molecule drug with a maximum clinical trial phase of I (across all indications) and has 2 investigational indications.,,1.0,,False,no approval year,[],"['MONDO_0005147', 'EFO_0000474']",False,False,2,,,
1791,ZINC SULFATE,CHEMBL1200929,Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1987 and has 3 approved and 12 investigational indications.,,4.0,,False,1987,[],"['EFO_1001345', 'EFO_0003938', 'HP_0011950', 'EFO_0001070', 'EFO_0000545', 'EFO_0003884', 'EFO_0001073', 'HP_0001891', 'HP_0002014', 'HP_0100806', 'EFO_1001898', 'MONDO_0011382', 'MONDO_0021187', 'EFO_0003106', 'EFO_0004272']",False,False,15,,,
1792,AMLODIPINE,CHEMBL1491,Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1992 and has 13 approved and 30 investigational indications. This drug has a black box warning from the FDA.,,4.0,,True,1992,"['ENSG00000151067', 'ENSG00000081248', 'ENSG00000157388', 'ENSG00000102001']","['EFO_0003913', 'EFO_0000319', 'MONDO_0016486', 'HP_0000093', 'EFO_1001145', 'EFO_0001421', 'EFO_0000712', 'EFO_0004911', 'EFO_0003144', 'MONDO_0000477', 'EFO_0000537', 'HP_0003124', 'MONDO_0021187', 'EFO_0000278', 'EFO_0000712', 'HP_0003124', 'EFO_0000373', 'Orphanet_79292', 'EFO_0007148', 'EFO_0000612', 'EFO_0003086', 'MONDO_0001422', 'MONDO_0002050', 'EFO_0000764', 'EFO_0000612', 'EFO_0000400', 'EFO_0000612', 'EFO_0003144', 'EFO_0000537', 'EFO_1000013', 'EFO_0001645', 'MONDO_0021187', 'EFO_0000400', 'EFO_0000373', 'EFO_0001645', 'EFO_0004234', 'MONDO_0005148', 'MONDO_0001134', 'MONDO_0007254', 'EFO_0003914', 'EFO_1001375', 'EFO_1001996', 'MONDO_0001134', 'EFO_0003777', 'EFO_0000537', 'EFO_0000538', 'EFO_0001645', 'EFO_0004214']",True,False,48,Voltage-gated L-type calcium channel blocker ,BLOCKER ,protein family 
1793,RAMUCIRUMAB,CHEMBL1743062,Antibody drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2014 and has 3 approved and 34 investigational indications.,,4.0,,False,2014,['ENSG00000128052'],"['EFO_0000588', 'EFO_0000756', 'MONDO_0004992', 'EFO_0000519', 'EFO_0004243', 'EFO_0000681', 'EFO_0008528', 'EFO_0000708', 'EFO_1000895', 'MONDO_0003060', 'EFO_0000228', 'EFO_0001376', 'EFO_1000657', 'EFO_0002916', 'EFO_1001951', 'EFO_0000616', 'EFO_1001961', 'MONDO_0007254', 'EFO_0000181', 'MONDO_0007576', 'MONDO_0021063', 'MONDO_0008315', 'EFO_0000178', 'EFO_0000389', 'EFO_0000326', 'EFO_1000576', 'EFO_0003897', 'EFO_0003060', 'MONDO_0005411', 'EFO_0000182', 'EFO_0005922', 'EFO_1001469', 'EFO_1000581', 'EFO_0000503', 'EFO_0005952', 'EFO_0002618', 'MONDO_0001056']",False,False,37,Vascular endothelial growth factor receptor 2 inhibitor ,INHIBITOR ,single protein 
1794,GISADENAFIL,CHEMBL1928262,Small molecule drug with a maximum clinical trial phase of II (across all indications) and has 4 investigational indications.,,2.0,,False,no approval year,['ENSG00000138735'],"['EFO_0000341', 'EFO_0000284', 'HP_0000802', 'EFO_1000781']",False,False,4,Phosphodiesterase 5A inhibitor ,INHIBITOR ,single protein 
1795,YTTRIUM Y 90 EPRATUZUMAB TETRAXETAN,CHEMBL2108666,Antibody drug with a maximum clinical trial phase of II (across all indications) and has 4 investigational indications.,,2.0,,False,no approval year,['ENSG00000012124'],"['EFO_0000094', 'MONDO_0018906', 'EFO_0000403', 'EFO_0000096']",False,False,4,CD22 inhibitor ,INHIBITOR ,single protein 
1796,BELLADONNA,CHEMBL2108906,Small molecule drug with a maximum clinical trial phase of III (across all indications) and has 2 investigational indications.,,3.0,,False,no approval year,[],"['EFO_0010282', 'MONDO_0007254']",False,False,2,,,
1797,FLUVASTATIN SODIUM,CHEMBL2218894,Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1993 and is indicated for familial hypercholesterolemia and hypercholesterolemia and has 1 investigational indication.,,4.0,,False,1993,['ENSG00000113161'],"['EFO_0004911', 'HP_0003124', 'MONDO_0007254']",False,False,3,HMG-CoA reductase inhibitor ,INHIBITOR ,single protein 
1798,FERRIC PYROPHOSPHATE CITRATE,CHEMBL3833317,Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2015 and is indicated for chronic kidney disease and has 2 investigational indications.,,4.0,,False,2015,[],"['EFO_0003884', 'EFO_1002048', 'HP_0001891']",False,False,3,,,
1799,DAPANSUTRILE,CHEMBL3989943,Small molecule drug with a maximum clinical trial phase of II (across all indications) and has 4 investigational indications.,,2.0,,False,no approval year,['ENSG00000162711'],"['MONDO_0100096', 'EFO_0000756', 'EFO_1001165', 'EFO_1001207']",True,False,4,"NACHT, LRR and PYD domains-containing protein 3 inhibitor ",INHIBITOR ,single protein 
1800,PEMETREXED TROMETHAMINE,CHEMBL3989962,Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2022 and is indicated for large cell lung carcinoma and adenocarcinoma.,,4.0,,False,2022,"['ENSG00000228716', 'ENSG00000159131']","['EFO_0003050', 'EFO_0000228']",False,False,2,Dihydrofolate reductase inhibitor Thymidylate synthase inhibitor GAR transformylase inhibitor ,INHIBITOR ,single protein 
1801,ST-101,CHEMBL4297437,Small molecule drug with a maximum clinical trial phase of II (across all indications) and has 7 investigational indications.,,2.0,,False,no approval year,[],"['MONDO_0004975', 'MONDO_0007254', 'EFO_0000196', 'MONDO_0001657', 'EFO_0000519', 'EFO_0002617', 'EFO_0003108']",False,False,7,,,
1802,GLYCYRRHIZIN,CHEMBL441687,Small molecule drug with a maximum clinical trial phase of II (across all indications) and has 2 investigational indications.,,2.0,,False,no approval year,[],"['EFO_0003884', 'MONDO_0005178']",False,False,2,,,
1803,PLUTAVIMAB,CHEMBL4650460,Antibody drug with a maximum clinical trial phase of II and has 1 investigational indication.,,2.0,,False,no approval year,[],['MONDO_0100096'],False,False,1,,,
1804,TADALAFIL,CHEMBL779,Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2003 and has 5 approved and 31 investigational indications.,,4.0,,False,2003,['ENSG00000138735'],"['EFO_0003060', 'EFO_0009200', 'EFO_0000616', 'EFO_0001361', 'EFO_0004714', 'EFO_0004244', 'EFO_0002614', 'MONDO_0000153', 'MONDO_0005148', 'EFO_0002499', 'HP_0030680', 'MONDO_0005149', 'HP_0000802', 'EFO_0000373', 'HP_0001952', 'EFO_0004284', 'EFO_1000948', 'EFO_0000284', 'EFO_0000181', 'EFO_0004718', 'EFO_0003099', 'EFO_0004234', 'EFO_0002618', 'EFO_0001073', 'EFO_0000537', 'MONDO_0020121', 'EFO_0000712', 'MONDO_0010679', 'MONDO_0002009', 'EFO_0001378', 'EFO_0000717', 'MONDO_0001134', 'HP_0200023', 'MONDO_0004992', 'EFO_0000519', 'EFO_1001145']",False,False,36,Phosphodiesterase 5A inhibitor ,INHIBITOR ,single protein 
1805,PIPERACILLIN SODIUM,CHEMBL1200820,Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1981 and has 7 approved and 2 investigational indications.,,4.0,,False,1981,[],"['EFO_0003106', 'EFO_1001312', 'EFO_1001388', 'EFO_1001459', 'EFO_0003035', 'EFO_0008588', 'EFO_0000544', 'EFO_0007149', 'EFO_0003102']",False,False,9,Bacterial penicillin-binding protein inhibitor ,INHIBITOR ,protein family 
1806,SITAGLIPTIN,CHEMBL1422,Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2006 and has 5 approved and 22 investigational indications.,,4.0,,False,2006,['ENSG00000197635'],"['EFO_1001459', 'EFO_1001121', 'EFO_0000612', 'EFO_0000400', 'EFO_0004599', 'MONDO_0005147', 'MONDO_0009061', 'EFO_0002546', 'EFO_0000373', 'MONDO_0021187', 'EFO_0000712', 'EFO_0003884', 'EFO_0003047', 'MONDO_0005148', 'MONDO_0005148', 'EFO_0000400', 'HP_0000083', 'MONDO_0021187', 'MONDO_0013730', 'EFO_0000180', 'EFO_0001073', 'EFO_0000182', 'MONDO_0100096', 'EFO_0003095', 'HP_0001952', 'EFO_0000676', 'EFO_0008583']",True,False,27,Dipeptidyl peptidase IV inhibitor ,INHIBITOR ,single protein 
